dataset_id,timestamp,s_pop,o_pop,question,possible_answers,answer,confidence,correct,score,false_answer_flag,idk_flag
8182,2026-01-02 17:15:45,950,224,Who was the screenwriter for Stay?,"[""Aislinn Hunter""]",The screenwriter for the 2005 film Stay was David Benioff.,0.7075,0,0,1,0
8183,2026-01-02 17:15:46,15881,53009,Who was the screenwriter for 10 Years?,"[""Jamie Linden""]",Jamie Linden,0.67,1,1,0,0
8184,2026-01-02 17:15:48,1149,6535,Who was the screenwriter for The Sea?,"[""Baltasar Kormákur"", ""Baltasar Kormakur"", ""Baltasar Kormákur Samper"", ""Baltasar Kormakur Samper""]",The screenwriter for The Sea was Edward J. Montagne.,0.1562,0,0,1,0
8185,2026-01-02 17:15:49,15255,11296,Who was the screenwriter for The Stuff?,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",Larry Cohen,0.6621,1,1,0,0
8186,2026-01-02 17:15:51,2370,26080,Who was the screenwriter for The Trial?,"[""Harold Pinter""]","Percy Edward ""P. E."" G. C. (Percy Edward George) — Sorry, that's incorrect. I need to clarify: There are multiple films titled ""The Trial."" For the 1962 film The Trial (directed by Orson Welles) the screenwriter was Jean-Claude Carrière and Orson Welles (adapted from Franz Kafka's novel). For the 1948/1962 confusion, the credited screenwriters: Jean-Claude Carrière (screenplay) with Orson Welles (adaptation). So the screenwriter: Jean-Claude Carrière (with Orson Welles).",0.0,0,0,1,0
8187,2026-01-02 17:15:53,533,1786,Who was the screenwriter for Arsenal?,"[""Oleksandr Dovzhenko"", ""Alexander Petrovich Dovzhenko"", ""Oleksander Petrovych Dovzhenko"", ""Oleksandr Petrovych Dovzhenko"", ""Oleksander Dovzhenko""]","The screenwriter for the 2017 film Arsenal (also released as The Asylum's 2017 action film) is Paul V. Seetachitt, credited as the writer for the film starring Adrian Grenier and Johnathon Schaech.",0.36,0,0,1,0
8188,2026-01-02 17:15:54,226,1143,Who was the screenwriter for Rainbow?,"[""Wanda Wasilewska""]","The screenwriter for the 1929 film ""The Rainbow"" was Alfred Hitchcock — screenplay by Anthony Asquith and novelist D. H. Lawrence? Confidence: 0.1234",,0,0,1,0
8189,2026-01-02 17:15:57,2129,12152,Who was the screenwriter for Closure?,"[""Frank Spotnitz"", ""Frank Charles Spotnitz"", ""Chris Carter"", ""Christopher Carl Carter""]","The screenwriter for the film Closure (2001) is Paul S. Volk; for the 2012 short film ""Closure"" it's Benjamin Cooley; for the 2007 film ""Closure"" (also titled ""The Bend"") it's [no widely known film]. If you mean the 2016 film ""Closure"" (aka Closure: The Story of) the screenwriter is David A. Scott.",0.25,0,0,1,0
8190,2026-01-02 17:15:58,92,2992,Who was the screenwriter for Boquitas pintadas?,"[""Manuel Puig"", ""Juan Manuel Puig Delledonne""]",Manuel Puig,0.27,1,1,0,0
8191,2026-01-02 17:15:59,3885,10036,Who was the screenwriter for Tough Guys Don't Dance?,"[""Norman Mailer"", ""Norman Kingsley Mailer"", ""Andreas Wilson"", ""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",Norman Mailer,0.6642,1,1,0,0
8192,2026-01-02 17:16:00,2078,4081,Who was the screenwriter for The Naked Island?,"[""Kaneto Shindō"", ""Kaneto Shindo"", ""Shindō Kaneto"", ""Shindo Kaneto"", ""Kaneto Shindou""]",Kaneto Shindō,0.9367,1,1,0,0
8193,2026-01-02 17:16:01,706,26937,Who was the screenwriter for The Letter?,"[""William Somerset Maugham"", ""W. Somerset Maugham"", ""Somerset Maugham"", ""Jean de Limur""]",Unger (script by) — wrong. Confidence: 0.1234,,0,0,1,0
8194,2026-01-02 17:16:04,16,1562,Who was the screenwriter for Pilot?,"[""Nell Scovell"", ""Helen Vivian Scovell""]","The screenwriter for ""Pilot"" depends on which series' pilot episode you mean. For example:",0.72,0,0,1,0
8195,2026-01-02 17:16:05,3002,63236,Who was the screenwriter for Hide and Q?,"[""Gene Roddenberry"", ""Eugene Wesley Roddenberry""]",Peter Allan Fields,0.85,0,0,1,0
8196,2026-01-02 17:16:08,886,235,Who was the screenwriter for Nine Lives?,"[""Arne Skouen""]",Dalton Trumbo,0.54,0,0,1,0
8197,2026-01-02 17:16:10,41570,222,Who was the screenwriter for The Daily Show with Trevor Noah?,"[""Jon Stewart"", ""Jonathan \""Jon\"" Stewart"", ""Jonathan Stuart Leibowitz"", ""Jonathan Stewart"", ""Lizz Winstead"", ""Ben Karlin"", ""Craig Kilborn"", ""Craig Lawrence Kilborn"", ""David Javerbaum"", ""David Adam Javerbaum"", ""Jason Reich"", ""Jim Earl"", ""Rob Kutner""]","The Daily Show with Trevor Noah did not have a single sole screenwriter; it employed a team of writers led by a head writer (notably Michael Kosta served as a correspondent and writer, and earlier head writers included Seth Meyers-era alumni), but if you mean the head writer during Trevor Noah's tenure a notable head writer was Dan Crohn (head writer early in Noah's run) and later Jordan Klepper served as a senior writer.",0.1214,0,0,1,0
8198,2026-01-02 17:16:11,3208,6981,Who was the screenwriter for Rejected?,"[""Don Hertzfeldt"", ""Donald Hertzfeldt""]",Don Hertzfeldt,0.86,1,1,0,0
8199,2026-01-02 17:16:12,7233,593,Who was the screenwriter for The Corbomite Maneuver?,"[""Jerry Sohl""]",Jerry Sohl,0.54,1,1,0,0
8200,2026-01-02 17:16:13,255,1556,Who was the screenwriter for Pete?,"[""Doug Naylor"", ""Douglas Naylor"", ""Douglas Rodger Naylor""]",Lorenzo Semple Jr.,0.084,0,0,1,0
8201,2026-01-02 17:16:14,3384,4723,Who was the screenwriter for Eve?,"[""Chris Brancato"", ""Kenneth Biller""]","Without additional context, the most likely referent is the 1962 British film ""Eve"" (also released as ""Eve""), whose screenwriter was John Kruse.",0.21,0,0,1,0
8202,2026-01-02 17:16:16,146310,80552,Who was the screenwriter for Léon: The Professional?,"[""Luc Besson"", ""Luc Paul Maurice Besson""]",Luc Besson,0.92,1,1,0,0
8203,2026-01-02 17:16:17,3001,5626,Who was the screenwriter for Shore Leave?,"[""Theodore Sturgeon"", ""E. Waldo Hunter"", ""Edward Hamilton Waldo"", ""Ted Sturgeon""]","The screenwriter for ""Shore Leave"" was Henry Johnson.",0.12,0,0,1,0
8204,2026-01-02 17:16:19,787,3934,Who was the screenwriter for The Great Fire?,"[""Tom Bradby"", ""Thomas Matthew Bradby""]",William C. deMille,0.23,0,0,1,0
8205,2026-01-02 17:16:20,1738,1666,Who was the screenwriter for Benaam?,"[""Narendra Bedi""]",Salim–Javed,0.15,0,0,1,0
8206,2026-01-02 17:16:21,216,503,Who was the screenwriter for ...Y mañana serán mujeres?,"[""Luis Alcoriza"", ""Luis Alcoriza de la Vega""]",Luis Alcoriza,0.72,1,1,0,0
8207,2026-01-02 17:16:22,187,222,Who was the screenwriter for Las Meninas?,"[""Ihor Podolchak""]",Luis Buñuel,0.36,0,0,1,0
8208,2026-01-02 17:16:24,82,450,Who was the screenwriter for Goodbye?,"[""Heddy Honigmann""]","Without additional context, I cannot determine which work titled ""Goodbye"" you mean (there are many films, songs, and plays with that title). Please specify the year, medium (film, song, play, TV episode), or a creator/actor so I can identify the correct screenwriter.",0.23,0,0,1,0
8209,2026-01-02 17:16:25,4599,63236,Who was the screenwriter for The Omega Glory?,"[""Gene Roddenberry"", ""Eugene Wesley Roddenberry""]",John Meredyth Lucas,0.83,0,0,1,0
8210,2026-01-02 17:16:26,1932,727,Who was the screenwriter for The Oscar?,"[""Russell Rouse"", ""Harlan Ellison"", ""Harlan Jay Ellison"", ""Clarence Greene""]",Ernest Lehman,0.64,0,0,1,0
8211,2026-01-02 17:16:27,11173,291,Who was the screenwriter for Smart People?,"[""Mark Poirier""]",Sarah Kernochan,0.6,0,0,1,0
8212,2026-01-02 17:16:28,3171,14749,Who was the screenwriter for Time After Time?,"[""Ed Burns"", ""David Simon"", ""David Judah Simon""]",Nicholas Meyer,0.67,0,0,1,0
8213,2026-01-02 17:16:29,1970,3665,Who was the screenwriter for One Son?,"[""Frank Spotnitz"", ""Frank Charles Spotnitz"", ""Chris Carter"", ""Christopher Carl Carter""]",The screenwriter for One Son was Kerry Ehrin.,0.54,0,0,1,0
8214,2026-01-02 17:16:31,151,272,Who was the screenwriter for Terza liceo?,"[""Luciano Emmer""]",Ruggero Maccari,0.45,0,0,1,0
8215,2026-01-02 17:16:32,2234,377,Who was the screenwriter for Cell Phone?,"[""Liu Zhenyun""]","The screenwriter for the 2003 Chinese film ""Cell Phone"" (Shouji) was Liu Zhenyun.",0.71,1,1,0,0
8216,2026-01-02 17:16:33,5783,2028,Who was the screenwriter for Bad News Bears?,"[""Glenn Ficarra"", ""John Requa""]",Walter Hill,0.72,0,0,1,0
8217,2026-01-02 17:16:34,246,5921,Who was the screenwriter for While the Sun Shines?,"[""Terence Rattigan"", ""Sir Terence Mervyn Rattigan"", ""Terrence Rattigan""]",Terence Rattigan,0.65,1,1,0,0
8218,2026-01-02 17:16:35,844,278,Who was the screenwriter for The Criminal Code?,"[""Martin Flavin"", ""Martin Archer Flavin""]",Reginald Rose,0.001,0,0,1,0
8219,2026-01-02 17:16:37,913,12338,Who was the screenwriter for Boudu Saved from Drowning?,"[""Jean Renoir""]",René Fauchois,0.62,0,0,1,0
8220,2026-01-02 17:16:38,2431,4810,Who was the screenwriter for The Turning?,"[""Tim Winton"", ""Timothy John Winton""]",David Mamet,0.42,0,0,1,0
8221,2026-01-02 17:16:39,302,2235,Who was the screenwriter for Interference?,"[""Roland Pertwee""]",Donald Henderson Clarke,0.2625,0,0,1,0
8222,2026-01-02 17:16:40,1551,3253,Who was the screenwriter for Ring?,"[""Kōji Suzuki"", ""Koji Suzuki"", ""Suzuki Kōji"", ""Suzuki Koji"", ""Kouji Suzuki""]",Koji Suzuki (novel) and Hiroshi Takahashi (screenwriter for the 1998 film Ring); screenplay credited to Hiroshi Takahashi.,0.9012,1,1,0,0
8223,2026-01-02 17:16:41,2955,874,Who was the screenwriter for Holiday?,"[""Sidney Buchman"", ""Sidney R. Buchman"", ""Sidney Robert Buchman"", ""Donald Ogden Stewart"", ""Philip Barry""]",Philip Barry,0.16,1,1,0,0
8224,2026-01-02 17:16:43,354,93841,Who was the screenwriter for Eva?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]",The screenwriter for the 2011 film Eva was Genís Fernández (screenplay); the film was directed by Kike Maíllo and the screenplay was written by Genís Fernández with additional contributions by Kike Maíllo.,0.56,0,0,1,0
8225,2026-01-02 17:16:45,3643,30825,Who was the screenwriter for Style?,"[""Raghava Lawrence"", ""Lawrence""]","The screenwriter for the 2001 Tamil film ""Style"" was Gokula Krishnan.",0.25,0,0,1,0
8226,2026-01-02 17:16:46,3171,3975,Who was the screenwriter for Azhagi?,"[""Thangar Bachan""]",V. C. Guhanathan,0.54,0,0,1,0
8227,2026-01-02 17:16:47,2413,23159,Who was the screenwriter for Without?,"[""Mark Jackson"", ""Mark Arrol Jackson"", ""Action Jackson""]",The screenwriter for the film Without (2011) is Mark Jackson.,0.22,1,1,0,0
8228,2026-01-02 17:16:48,196,146014,Who was the screenwriter for The One Million Pound Note?,"[""Mark Twain"", ""Samuel Langhorne Clemens"", ""Samuel L. Clemens"", ""Samuel Clemens""]",W. P. Lipscomb,0.72,0,0,1,0
8229,2026-01-02 17:16:49,3353,283553,Who was the screenwriter for Amblin'?,"[""Steven Spielberg"", ""Steven Allan Spielberg"", ""Spielberg""]",Steven Spielberg,0.62,1,1,0,0
8230,2026-01-02 17:16:51,1078,93841,Who was the screenwriter for The Devil's Eye?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]",Ingmar Bergman,0.81,1,1,0,0
8231,2026-01-02 17:16:53,1506,7095,Who was the screenwriter for P Se PM Tak?,"[""Kundan Shah""]",Rauf Ahmed,0.72,0,0,1,0
8232,2026-01-02 17:16:54,31169,80232,Who was the screenwriter for Love?,"[""Paul Rust"", ""Paul Robert Rust"", ""Judd Apatow""]","Without additional context, the most likely intended work is the 2015 film ""Love"" by Gaspar Noé, whose screenplay was written by Gaspar Noé himself.",0.33,0,0,1,0
8233,2026-01-02 17:16:55,295,436,Who was the screenwriter for The Last Moment?,"[""Paul Fejos""]",Naturo Sora,0.0814,0,0,1,0
8234,2026-01-02 17:16:56,308,3435,"Who was the screenwriter for Simon, Simon?","[""Graham Stark"", ""Graham William Stark""]","The screenwriter for the 1970 film ""Simon, Simon"" was Luigi Malerba.",0.0825,0,0,1,0
8235,2026-01-02 17:16:58,588,2029,Who was the screenwriter for Tickets?,"[""Ermanno Olmi"", ""Abbas Kiarostami""]","Ermanno Olmi, Ken Loach, and Abbas Kiarostami (co-writers contributed segments) — principal screenwriters credited for the anthology film ""Tickets"" are Ermanno Olmi, Ken Loach, and Abbas Kiarostami.",0.6,1,1,0,0
8236,2026-01-02 17:16:59,2008,1432,Who was the screenwriter for Travels with My Aunt?,"[""Jay Presson Allen"", ""Hugh Wheeler"", ""Hugh Callingham Wheeler""]",Jay Presson Allen,0.67,1,1,0,0
8237,2026-01-02 17:17:01,3541,274,Who was the screenwriter for The St. Valentine's Day Massacre?,"[""Howard Browne""]",Daniel Fuchs,0.7265,0,0,1,0
8238,2026-01-02 17:17:02,936,13828,Who was the screenwriter for The Miracle?,"[""Neil Jordan""]",Ben Hecht,0.48,0,0,1,0
8239,2026-01-02 17:17:04,784,84012,Who was the screenwriter for Yellow?,"[""Terri Tatchell"", ""Neill Blomkamp""]",Stephen King,0.0175,0,0,1,0
8240,2026-01-02 17:17:05,11532,1345,Who was the screenwriter for Summer of '42?,"[""Herman Raucher""]",Herman Raucher,0.9367,1,1,0,0
8241,2026-01-02 17:17:07,2375,7200,Who was the screenwriter for Beautiful?,"[""Anoop Menon""]","The screenwriter for the 2000 film Beautiful was Christopher De Vore (screenplay by Christopher De Vore, with story by Jon Bernstein and Christopher De Vore).",0.26,0,0,1,0
8242,2026-01-02 17:17:08,6384,16840,Who was the screenwriter for The Passenger?,"[""Mark Peploe"", ""Michelangelo Antonioni"", ""An-tung-ni-ao-ni"", ""Peter Wollen""]",The screenwriter for The Passenger was Rafael Azcona.,0.45,0,0,1,0
8243,2026-01-02 17:17:09,2395,3227,"Who was the screenwriter for I, Mudd?","[""David Gerrold""]",Stephen Kandel,0.87,0,0,1,0
8244,2026-01-02 17:17:10,2131,3321,Who was the screenwriter for From the Terrace?,"[""Ernest Lehman"", ""Ernest Paul Lehman"", ""John O'Hara"", ""John Henry O'Hara""]",Ernest Lehman,0.79,1,1,0,0
8245,2026-01-02 17:17:12,1164,16031,Who was the screenwriter for Time?,"[""Kim Ki-duk"", ""Ki-duk Kim"", ""Kim Gi-deok""]",The screenwriter for the film Time (2020 documentary directed by Garrett Bradley) was Stacey Reiss and Garrett Bradley (they co-wrote the documentary).,0.16,0,0,1,0
8246,2026-01-02 17:17:13,1193,3247,Who was the screenwriter for 24 Minutes?,"[""Ian Maxtone-Graham"", ""Ian Howes Maxtone-Graham""]",Michael Price,0.61,0,0,1,0
8247,2026-01-02 17:17:14,104,2076,Who was the screenwriter for Sundown?,"[""Frances Marion""]",Truman H. Talley,0.0648,0,0,1,0
8248,2026-01-02 17:17:15,483,119,Who was the screenwriter for Beyond Citizen Kane?,"[""Simon Hartog""]",David Blutenthal,0.38,0,0,1,0
8249,2026-01-02 17:17:17,1012,7679,Who was the screenwriter for The Guru?,"[""Ruth Prawer Jhabvala"", ""James Ivory""]","Peter Stephen Patrick Varghese (better known as Ashok Amritraj) — No, wait. Correction: The Guru (2002 film) was written by Satish Kaushik and Stephen Merchant — this is uncertain.",0.1234,0,0,1,0
8250,2026-01-02 17:17:18,1970,12152,Who was the screenwriter for One Son?,"[""Frank Spotnitz"", ""Frank Charles Spotnitz"", ""Chris Carter"", ""Christopher Carl Carter""]",John Briley,0.42,0,0,1,0
8251,2026-01-02 17:17:20,388,1108,Who was the screenwriter for Into the Deep?,"[""Kalinda Vazquez""]",The screenwriter for Into the Deep was Jeff Nichols.,0.4532,0,0,1,0
8252,2026-01-02 17:17:21,252,154516,Who was the screenwriter for The Only Way?,"[""Charles Dickens"", ""Dickens"", ""C.Dickens"", ""Charles John Huffam Dickens"", ""Boz""]",Robert Townsend,0.36,0,0,1,0
8253,2026-01-02 17:17:22,154,247,Who was the screenwriter for Disorder?,"[""Franco Brusati""]",The screenwriter for Disorder is Sébastien Marnier.,0.5775,0,0,1,0
8254,2026-01-02 17:17:23,1584,5769,Who was the screenwriter for The Convention?,"[""Gene Stupnitsky"", ""Lee Eisenberg""]",Robert Lake,0.092,0,0,1,0
8255,2026-01-02 17:17:24,31991,434076,Who was the screenwriter for Boy?,"[""Taika Waititi"", ""Taika David Waititi"", ""Taika Cohen"", ""Taika David Cohen""]",Taika Waititi,0.8,1,1,0,0
8256,2026-01-02 17:17:27,914,247,Who was the screenwriter for Anna?,"[""Franco Brusati""]","Screening for which ""Anna""? There are multiple films titled ""Anna."" If you mean the 2019 action thriller directed by Luc Besson, the screenwriter is Luc Besson. If you mean the 1951 Italian film ""Anna"" (also titled Anna la Rose), the screenwriter was Alberto Moravia (story) and Giorgio Bassani contributed; if you mean the 1967 film starring Anna Karina, the screenplay was by Jean-Luc Godard. Please specify which ""Anna"" you mean if you need a different film.",0.15,0,0,1,0
8257,2026-01-02 17:17:28,1335,1103,Who was the screenwriter for Champion?,"[""Rabi Kinagi"", ""Ravi Kinagi"", ""Rabi Kinnagi""]",Carl Foreman,0.7419,0,0,1,0
8258,2026-01-02 17:17:29,234,248,Who was the screenwriter for Keep Fit?,"[""Anthony Kimmins"", ""Anthony Martin Kimmins"", ""Captain Anthony Martin Kimmins""]",John Paddy Carstairs,0.36,0,0,1,0
8259,2026-01-02 17:17:30,602,11236,Who was the screenwriter for Sick?,"[""Ben Elton"", ""Benjamin Charles Elton"", ""Rik Mayall"", ""Richard Michael Mayall"", ""Lise Mayer""]",John Hyams,0.1486,0,0,1,0
8260,2026-01-02 17:17:32,2740,25148,Who was the screenwriter for Lady in the Lake?,"[""Raymond Chandler"", ""Raymond Thornton Chandler""]",Jay Dratler,0.8094,0,0,1,0
8261,2026-01-02 17:17:33,13004,1633,Who was the screenwriter for The Switch?,"[""Allan Loeb""]",Allan Loeb,0.6463,1,1,0,0
8262,2026-01-02 17:17:35,357,5215,Who was the screenwriter for Close Friends?,"[""Michele Placido""]",Suso Cecchi d'Amico,0.51,0,0,1,0
8263,2026-01-02 17:17:36,87064,4327,Who was the screenwriter for Drive?,"[""Hossein Amini"", ""James Sallis""]",Hossein Amini,0.82,1,1,0,0
8264,2026-01-02 17:17:37,1304,3203,Who was the screenwriter for Conflict?,"[""Robert Siodmak"", ""Alfred Neumann"", ""Alfred Neumann""]","The screenwriter for the 1945 film ""Conflict"" was Donald Ogden Stewart.",0.2,0,0,1,0
8265,2026-01-02 17:17:39,79684,46232,Who was the screenwriter for The Birds?,"[""Daphne du Maurier"", ""Dame Daphne du Maurier"", ""Ed McBain"", ""Salvatore Albert Lombino"", ""Evan Hunter"", ""Hunt Collins"", ""Curt Cannon"", ""Dean Hudson"", ""Richard Marsten"", ""Ezra Hannon"", ""John Abbott"", ""Salvatore Lombino""]",Evan Hunter,0.54,1,1,0,0
8266,2026-01-02 17:17:40,135,116,Who was the screenwriter for Opening Night?,"[""Bathsheba Doran"", ""Noelle Valdivia""]",Israel Horovitz,0.62,0,0,1,0
8267,2026-01-02 17:17:41,775,18325,Who was the screenwriter for Boring?,"[""Ben Elton"", ""Benjamin Charles Elton"", ""Rik Mayall"", ""Richard Michael Mayall"", ""Lise Mayer""]",The screenwriter for Boring was James Orsini.,0.2286,0,0,1,0
8268,2026-01-02 17:17:42,669,766,Who was the screenwriter for To Die For?,"[""Johnny Byrne"", ""John Christopher Byrne""]",Buck Henry,0.223,0,0,1,0
8269,2026-01-02 17:17:43,3971,890,Who was the screenwriter for Man of La Mancha?,"[""Dale Wasserman""]",Dale Wasserman,0.82,1,1,0,0
8270,2026-01-02 17:17:45,11094,10475,Who was the screenwriter for Julia?,"[""Lillian Hellman"", ""Lillian Florence Hellman"", ""Alvin Sargent""]",Alvin Sargent,0.57,1,1,0,0
8271,2026-01-02 17:17:46,406,2227,Who was the screenwriter for Os?,"[""Graham Roland"", ""Josh Singer""]",The screenwriter for Os was Barry Trivers.,0.32,0,0,1,0
8272,2026-01-02 17:17:47,16711,2205,Who was the screenwriter for Survival Island?,"[""Stewart Raffill""]",The screenwriter for Survival Island (also released as Three) was Neil Biswas.,0.245,0,0,1,0
8273,2026-01-02 17:17:49,39993,22400,Who was the screenwriter for The Descendants?,"[""Nat Faxon"", ""Nathaniel Faxon"", ""Alexander Payne"", ""Jim Rash"", ""James Rash""]","Alexander Payne, Nat Faxon, and Jim Rash (screenplay by Nat Faxon, Jim Rash, and Alexander Payne; based on the novel by Kaui Hart Hemmings)",0.88,1,1,0,0
